,Name,Brand,Model,Battery,Screen,Touchscreen,Resolution_x,Resolution_y,Processor_Cores,RAM,Storage,Rear_Camera,Front_Camera,OS,Wi_Fi,Bluetooth,GPS,SIMs,H_3G,LTE_4G,Price
484,Samsung Galaxy On7 Prime,Samsung,Galaxy On7 Prime,3300,5.50,Yes,1080,1920,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,10990
485,Intex Aqua Lions X1+,Intex,Aqua Lions X1+,2800,5.20,Yes,720,1280,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4199
486,Kult Gladiator,Kult,Gladiator,4000,5.50,Yes,720,1280,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6899
487,InFocus Turbo 5 Plus,InFocus,Turbo 5 Plus,4850,5.50,Yes,720,1280,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5350
488,Nuu Mobile M3,Nuu Mobile,M3,3200,5.50,Yes,720,1280,4,3000,32.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4229
489,Micromax Canvas Infinity,Micromax,Canvas Infinity,2900,5.70,Yes,720,1440,4,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,4991
490,Lyf C451,Lyf,C451,2800,4.50,Yes,480,854,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3499
491,Panasonic Eluga A3 Pro,Panasonic,Eluga A3 Pro,4000,5.20,Yes,720,1280,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9000
492,Karbonn K9 Kavach 4G,Karbonn,K9 Kavach 4G,2300,5.00,Yes,720,1280,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3399
493,Ziox Astra Titan 4G,Ziox,Astra Titan 4G,3000,5.00,Yes,720,1280,4,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3499
494,InFocus Turbo 5,InFocus,Turbo 5,5000,5.20,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7099
495,Karbonn Aura Note 2,Karbonn,Aura Note 2,2900,5.50,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6200
496,Zopo Speed X,Zopo,Speed X,2680,5.00,Yes,1080,1920,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,7399
497,Intex Elyt e7,Intex,Elyt e7,4020,5.20,Yes,720,1280,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,No,Yes,3999
498,Micromax Canvas 2 (2017),Micromax,Canvas 2 (2017),3050,5.00,Yes,720,1280,4,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4399
499,Tecno i7,Tecno,i7,4000,5.50,Yes,1080,1920,8,4000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,8966
500,Lava Z10,Lava,Z10,2620,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,8920
501,Vivo Y66,Vivo,Y66,3000,5.50,Yes,720,1280,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
502,Zopo Flash X Plus,Zopo,Flash X Plus,3100,5.50,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,No,No,6990
503,Vivo Y55s,Vivo,Y55s,2730,5.20,Yes,1280,720,4,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,10990
504,Nokia 3,Nokia,3,2630,5.00,Yes,720,1280,4,2000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6900
505,Intex Aqua Supreme+,Intex,Aqua Supreme+,3000,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8200
506,ZTE Blade A2 Plus,ZTE,Blade A2 Plus,5000,5.50,Yes,1080,1920,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,12499
507,Panasonic Eluga Prim,Panasonic,Eluga Prim,2500,5.00,Yes,720,1280,4,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8440
508,Coolpad Mega 3,Coolpad,Mega 3,3050,5.50,Yes,720,1080,4,2000,16.000,8.00,8.00,Android,Yes,Yes,No,3,Yes,Yes,4590
509,Coolpad Mega 2.5D,Coolpad,Mega 2.5D,2500,5.50,Yes,720,1280,4,3000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5990
510,Gionee S6 Pro,Gionee,S6 Pro,3130,5.50,Yes,1080,1920,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
511,Panasonic Eluga Arc,Panasonic,Eluga Arc,1800,4.70,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4899
512,Vivo V3,Vivo,V3,2550,5.00,Yes,720,1280,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,14980
513,Micromax Canvas Spark 3,Micromax,Canvas Spark 3,2500,5.50,Yes,720,1280,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,3968
514,InFocus Bingo 21,InFocus,Bingo 21,2300,4.50,Yes,850,480,4,2000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3740
515,Honor Holly 2 Plus,Honor,Holly 2 Plus,4000,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8556
516,Karbonn Quattro L50 HD,Karbonn,Quattro L50 HD,2600,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3999
517,Lyf Earth 1,Lyf,Earth 1,3500,5.50,Yes,1080,1920,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,12999
518,Onida i4G1,Onida,i4G1,2300,5.00,No,720,1280,1,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5385
519,HTC One X9,HTC,One X9,3000,5.50,Yes,1080,1920,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,14770
520,Intex Aqua Ace,Intex,Aqua Ace,2300,5.00,Yes,720,1280,4,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
521,Lava Pixel V2,Lava,Pixel V2,2500,5.00,Yes,720,1280,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,13300
522,Gionee F103,Gionee,F103,2400,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,10200
523,Micromax Canvas Nitro 4G,Micromax,Canvas Nitro 4G,2500,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4799
524,Vivo V1Max,Vivo,V1Max,2720,5.50,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,13000
525,Micromax Canvas Selfie 2,Micromax,Canvas Selfie 2,2000,5.00,No,480,854,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,6999
526,Panasonic Eluga Icon,Panasonic,Eluga Icon,3500,5.50,Yes,720,1280,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4500
527,Karbonn Titanium Mach Five,Karbonn,Titanium Mach Five,2200,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,2999
528,InFocus M370,InFocus,M370,2230,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
529,Micromax Canvas Xpress 2,Micromax,Canvas Xpress 2,2500,5.00,Yes,720,1280,8,1000,8.000,13.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,6199
530,Lava Pixel V1,Lava,Pixel V1,2650,5.50,Yes,720,1280,4,2000,32.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,3999
531,Micromax Canvas Doodle 4,Micromax,Canvas Doodle 4,3000,6.00,Yes,540,960,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,9500
532,Sony Xperia Z3+,Sony,Xperia Z3+,2930,5.20,Yes,1080,1920,8,3000,32.000,20.70,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,34915
533,LG G4 Stylus,LG,G4 Stylus,3000,5.70,Yes,720,1280,4,1000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
534,Intex Cloud N,Intex,Cloud N,1400,4.00,Yes,480,800,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,3500
535,Micromax Unite 3,Micromax,Unite 3,2000,4.70,Yes,480,800,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,3999
536,Micromax Canvas Spark,Micromax,Canvas Spark,2000,4.70,Yes,540,960,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,5999
537,Microsoft Lumia 540 Dual SIM,Microsoft,Lumia 540 Dual SIM,2200,5.00,Yes,720,1280,4,1000,8.000,8.00,5.00,Windows,Yes,Yes,Yes,2,Yes,No,7000
538,HTC One M9+,HTC,One M9+,2840,5.20,Yes,1440,2560,8,2000,16.000,20.00,4.00,Android,Yes,Yes,Yes,1,Yes,Yes,11000
539,Intex Aqua Speed HD,Intex,Aqua Speed HD,1700,4.70,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,No,2,Yes,No,7500
540,Karbonn Titanium Mach Two S360,Karbonn,Titanium Mach Two S360,1900,5.00,Yes,720,1280,8,1000,8.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,No,7800
541,BlackBerry Leap,BlackBerry,Leap,2800,5.00,Yes,720,1280,2,2000,16.000,8.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,7200
542,Asus ZenFone C (ZC451CG),Asus,ZenFone C (ZC451CG),2100,4.50,Yes,480,854,2,1000,8.000,5.00,0.30,Android,Yes,Yes,No,2,Yes,No,5499
543,Lava Iris X8,Lava,Iris X8,2500,5.00,Yes,720,1280,8,1000,8.000,8.00,3.00,Android,Yes,Yes,Yes,2,Yes,No,8500
544,Gionee Pioneer P6,Gionee,Pioneer P6,1950,5.00,Yes,480,854,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,4150
545,Karbonn Machone Titanium S310,Karbonn,Machone Titanium S310,1800,4.70,Yes,720,1280,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,7000
546,Micromax Canvas Hue,Micromax,Canvas Hue,3000,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,5599
547,BlackBerry Classic,BlackBerry,Classic,2515,3.50,Yes,720,720,2,2000,16.000,8.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,No,13899
548,Intex Aqua Power,Intex,Aqua Power,4000,5.00,Yes,480,854,8,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,4500
549,Gionee Marathon M3,Gionee,Marathon M3,5000,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,3490
550,Honor Holly,Honor,Holly,2000,5.00,Yes,720,1280,4,1000,16.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,5999
551,Gionee Elife S5.1,Gionee,Elife S5.1,2050,4.80,Yes,720,1280,8,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,1,Yes,No,5499
552,HTC Desire 816G,HTC,Desire 816G,2600,5.50,Yes,720,1280,4,1000,8.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,21990
553,Lenovo Vibe X2,Lenovo,Vibe X2,2300,5.00,Yes,1080,1920,8,2000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,17499
554,ZTE V5,ZTE,V5,2400,5.00,Yes,720,1280,4,1000,4.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,3399
555,Xolo Play 8X-1100,Xolo,Play 8X-1100,2100,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,5888
556,LG G3 Stylus,LG,G3 Stylus,3000,5.50,Yes,540,960,4,1000,8.000,13.00,1.30,Android,Yes,Yes,Yes,2,Yes,No,10490
557,iBall Andi 5K Panther,iBall,Andi 5K Panther,1900,5.00,Yes,540,960,8,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,3199
558,HTC Desire 616 Dual SIM,HTC,Desire 616 Dual SIM,2000,5.00,Yes,720,1280,8,1000,4.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,7999
559,LG G3 Beat,LG,G3 Beat,2540,5.00,Yes,720,1280,4,1000,8.000,8.00,1.30,Android,Yes,Yes,Yes,1,Yes,Yes,5999
560,Xolo Win Q900s,Xolo,Win Q900s,1800,4.70,Yes,720,1280,4,1000,8.000,8.00,2.00,Windows,Yes,Yes,Yes,2,Yes,No,4495
561,Sony Xperia T3,Sony,Xperia T3,2500,5.30,Yes,720,1280,4,1000,8.000,8.00,1.10,Android,Yes,Yes,Yes,1,Yes,Yes,18490
562,Micromax Unite 2,Micromax,Unite 2,2000,4.70,Yes,480,800,4,1000,4.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,8999
563,Lava Iris X1,Lava,Iris X1,1800,4.50,Yes,480,854,4,1000,4.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,3632
564,BlackBerry Z3,BlackBerry,Z3,2500,5.00,Yes,540,960,2,1000,8.000,5.00,1.10,BlackBerry,Yes,Yes,Yes,1,Yes,No,19000
565,Lava Iris Pro 20,Lava,Iris Pro 20,2000,4.70,Yes,540,960,4,1000,4.000,8.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,5040
566,LG L90 Dual,LG,L90 Dual,2540,4.70,Yes,540,960,4,1000,8.000,8.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,3299
567,Karbonn Titanium Octane Plus,Karbonn,Titanium Octane Plus,2000,5.00,Yes,1080,1920,8,2000,16.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,No,12494
568,Lenovo S860,Lenovo,S860,4000,5.30,Yes,720,1280,4,2000,16.000,8.00,1.50,Android,Yes,Yes,Yes,2,Yes,No,18748
569,Micromax Canvas Turbo Mini,Micromax,Canvas Turbo Mini,1800,4.69,Yes,720,1280,4,1000,4.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,6495
570,Intex Aqua Octa,Intex,Aqua Octa,2300,6.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,16818
571,Xolo Q3000,Xolo,Q3000,4000,5.70,Yes,1080,1920,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,18138
572,Gionee Pioneer P3,Gionee,Pioneer P3,1700,4.30,Yes,480,800,4,512,4.000,5.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,7494
573,Nokia Lumia 525,Nokia,Lumia 525,1430,4.00,Yes,480,800,2,1000,8.000,5.00,0.00,Windows,Yes,Yes,Yes,1,Yes,No,7500
574,Xolo Q2000,Xolo,Q2000,2600,5.50,Yes,720,1280,4,1000,8.000,13.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,14534
575,Micromax Canvas Turbo,Micromax,Canvas Turbo,2000,5.00,Yes,1080,1920,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,17490
576,Nokia Lumia 1320,Nokia,Lumia 1320,3400,6.00,Yes,720,1280,2,1000,8.000,5.00,0.30,Windows,Yes,Yes,Yes,1,Yes,Yes,9960
577,LG G Pro Lite,LG,G Pro Lite,3140,5.50,Yes,540,960,2,1000,8.000,8.00,1.30,Android,Yes,Yes,Yes,2,Yes,No,5899
578,BlackBerry Z30,BlackBerry,Z30,2880,5.00,Yes,720,1280,2,2000,16.000,8.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,8300
579,HTC Desire 500,HTC,Desire 500,1800,4.30,Yes,480,800,4,1000,4.000,8.00,1.60,Android,Yes,Yes,Yes,2,Yes,No,19000
580,Nokia Lumia 625,Nokia,Lumia 625,2000,4.70,Yes,480,800,2,512,8.000,5.00,0.30,Windows,Yes,Yes,Yes,1,Yes,Yes,4999
581,Xolo Play T1000,Xolo,Play T1000,2000,4.70,Yes,720,1280,4,1000,4.000,8.00,2.00,Android,Yes,Yes,Yes,1,Yes,No,14153
582,Gionee Elife E3,Gionee,Elife E3,1800,4.70,Yes,720,1280,4,1000,16.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,6499
583,Samsung Galaxy S4 Zoom,Samsung,Galaxy S4 Zoom,2330,4.30,Yes,560,960,2,1000,8.000,16.00,1.90,Android,Yes,Yes,Yes,1,Yes,Yes,15990
584,HTC Desire 600,HTC,Desire 600,1860,4.50,Yes,540,960,4,1000,8.000,8.00,1.60,Android,Yes,Yes,Yes,2,Yes,No,22500
585,Samsung Galaxy Pocket,Samsung,Galaxy Pocket,1200,2.80,Yes,240,320,1,289,3.000,2.00,0.00,Android,Yes,Yes,Yes,1,Yes,No,3190
586,Samsung Galaxy Grand Duos,Samsung,Galaxy Grand Duos,2100,5.00,Yes,480,800,2,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,8999
587,Nokia Asha 501,Nokia,Asha 501,1200,3.00,Yes,240,320,1,64,0.128,3.20,0.00,Cyanogen,Yes,Yes,No,2,No,No,4999
588,Nokia Lumia 610,Nokia,Lumia 610,1300,3.70,Yes,480,800,1,256,8.000,5.00,0.00,Windows,Yes,Yes,Yes,1,Yes,No,4990
589,Nokia Lumia 520,Nokia,Lumia 520,1430,4.00,Yes,480,800,2,512,8.000,5.00,0.00,Windows,Yes,Yes,Yes,1,Yes,No,3850
590,LG Optimus L3 II Dual,LG,Optimus L3 II Dual,1540,3.20,Yes,240,320,1,512,4.000,3.00,0.00,Android,Yes,Yes,Yes,2,Yes,No,1999
591,BlackBerry Curve 9220,BlackBerry,Curve 9220,1450,2.44,No,240,320,1,512,0.512,2.00,0.00,BlackBerry,Yes,Yes,No,1,No,No,6999
592,Coolpad Cool 5,Coolpad,Cool 5,4000,6.22,Yes,720,1520,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,1,No,No,6999
593,Innelo 1,iVoomi,Innelo 1,3000,5.86,Yes,720,1520,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4499
594,Mobiistar XQ Dual,Mobiistar,XQ Dual,3000,5.50,Yes,1080,1920,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,5199
595,Comio X1 Note,Comio,X1 Note,2900,6.00,Yes,1080,2160,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6300
596,Intex Aqua Lions N1,Intex,Aqua Lions N1,1400,4.00,Yes,480,800,4,1000,8.000,2.00,0.30,Android,Yes,Yes,Yes,2,Yes,Yes,2590
597,Karbonn A40 Indian,Karbonn,A40 Indian,1400,4.00,Yes,480,800,4,1000,8.000,2.00,0.30,Android,Yes,Yes,No,2,Yes,Yes,3250
598,Videocon Metal Pro 2,Videocon,Metal Pro 2,2000,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3999
599,iVoomi Me 1+,iVoomi,Me 1+,3000,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3499
600,iVoomi Me 1,iVoomi,Me 1,3000,5.00,Yes,720,1280,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
601,Asus ZenFone Live,Asus,ZenFone Live,2650,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4599
602,Intex Aqua Crystal,Intex,Aqua Crystal,2100,5.00,Yes,720,1280,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6000
603,Alcatel Pixi 4 (5),Alcatel,Pixi 4 (5),2000,5.00,Yes,480,854,1,1000,8.000,8.00,5.00,Android,Yes,No,Yes,2,Yes,Yes,2999
604,Reach Allure,Reach,Allure,2600,5.50,Yes,540,960,4,1000,8.000,10.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,2699
605,Karbonn Quattro L52,Karbonn,Quattro L52,2250,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8649
606,InFocus Bingo 10,InFocus,Bingo 10,2000,4.50,Yes,480,854,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,3199
607,HTC Desire 626 Dual SIM,HTC,Desire 626 Dual SIM,2000,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5499
608,Intex Aqua Trend,Intex,Aqua Trend,3000,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4444
609,HTC Desire 310,HTC,Desire 310,2000,4.50,Yes,480,854,4,512,4.000,5.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,2699
610,Xolo Q1000 Opus,Xolo,Q1000 Opus,2000,5.00,Yes,480,854,4,1000,4.000,5.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,9499
611,BlackBerry 9720,BlackBerry,9720,1450,2.80,Yes,360,480,1,512,0.512,5.00,0.00,BlackBerry,Yes,Yes,Yes,1,Yes,No,7500
612,Zen Cinemax 3,Zen,Cinemax 3,2900,5.50,Yes,480,854,4,2000,16.000,5.00,3.20,Android,Yes,Yes,Yes,2,Yes,No,3299
613,Samsung Galaxy S20+,Samsung,Galaxy S20+,4500,6.70,Yes,1440,3200,8,8000,128.000,12.00,10.00,Android,Yes,Yes,Yes,2,Yes,Yes,73999
614,Samsung Galaxy S20 Ultra,Samsung,Galaxy S20 Ultra,5000,6.90,Yes,1440,3200,8,12000,128.000,108.00,40.00,Android,Yes,Yes,Yes,2,Yes,Yes,92999
615,Redmi 8A Dual,Xiaomi,Redmi 8A Dual,5000,6.22,Yes,720,1520,8,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6499
616,Lava Z53,Lava,Z53,4120,6.10,Yes,600,1280,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4829
617,Samsung Galaxy S20,Samsung,Galaxy S20,4000,6.20,Yes,1440,3200,8,8000,128.000,12.00,10.00,Android,Yes,Yes,Yes,2,Yes,Yes,66999
618,Lava Z71,Lava,Z71,3200,5.70,Yes,720,1520,8,2000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,No,No,6299
619,Nokia 2.3,Nokia,2.3,4000,6.20,Yes,720,1520,4,2000,32.000,13.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,7149
620,Tecno Spark Power,Tecno,Spark Power,6000,6.35,Yes,720,1548,8,4000,64.000,13.00,13.00,Android,Yes,Yes,No,2,Yes,Yes,8499
621,Vivo Y19,Vivo,Y19,5000,6.53,Yes,1080,2340,8,4000,128.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,13990
622,Lava Z41,Lava,Z41,2500,5.00,Yes,480,854,4,1000,16.000,5.00,2.00,Android,Yes,Yes,Yes,2,No,No,3899
623,Tecno Camon 12 Air,Tecno,Camon 12 Air,4000,6.55,Yes,720,1600,8,4000,64.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9960
624,Micromax iOne Note,Micromax,iOne Note,3950,6.09,Yes,720,1560,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6694
625,Google Pixel 4 XL,Google,Pixel 4 XL,3700,6.30,Yes,1440,3040,8,6000,64.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,83900
626,Google Pixel 4,Google,Pixel 4,2800,5.70,Yes,1080,2280,8,6000,64.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,69500
627,Lenovo K10 Plus,Lenovo,K10 Plus,4050,6.22,Yes,720,1520,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
628,Samsung Galaxy A70s,Samsung,Galaxy A70s,4500,6.70,Yes,1080,2400,8,6000,128.000,64.00,32.00,Android,Yes,Yes,Yes,1,No,No,25999
629,iPhone 11 Pro,Apple,iPhone 11 Pro,3046,5.80,Yes,1125,2436,6,4000,64.000,12.00,12.00,iOS,Yes,Yes,Yes,2,Yes,Yes,96900
630,Samsung Galaxy A20s,Samsung,Galaxy A20s,4000,6.50,Yes,720,1560,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
631,Oppo Reno 2F,Oppo,Reno 2F,4000,6.53,Yes,1080,2340,8,8000,128.000,48.00,16.00,Android,Yes,Yes,No,1,No,No,20900
632,Samsung Galaxy A30s,Samsung,Galaxy A30s,4000,6.40,Yes,720,1560,8,4000,64.000,25.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,13980
633,Lava Z93,Lava,Z93,3500,6.22,Yes,720,1520,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,No,No,8099
634,HTC Wildfire X,HTC,Wildfire X,3300,6.22,Yes,720,1520,8,3000,32.000,12.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,7999
635,Samsung Galaxy A10s,Samsung,Galaxy A10s,4000,6.20,Yes,720,1520,8,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8499
636,Huawei Mate 30 Pro,Huawei,Mate 30 Pro,4500,6.53,Yes,1176,2400,8,8000,128.000,40.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,77299
637,Samsung Galaxy Note 10,Samsung,Galaxy Note 10,3500,6.30,Yes,1080,2280,8,8000,256.000,12.00,10.00,Android,Yes,Yes,Yes,2,Yes,Yes,69999
638,Tecno Phantom 9,Tecno,Phantom 9,3500,6.40,Yes,1080,2340,8,6000,128.000,16.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,12999
639,LG W30 Pro,LG,W30 Pro,4050,6.22,Yes,720,1520,8,4000,64.000,13.00,16.00,Android,Yes,Yes,No,2,Yes,Yes,12480
640,Vivo Y12,Vivo,Y12,5000,6.35,Yes,720,1544,8,3000,64.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9550
641,Itel A46,Itel,A46,2400,5.45,Yes,720,1440,8,2000,16.000,8.00,5.00,Android,No,No,No,1,No,No,4450
642,Huawei Y9 Prime 2019,Huawei,Y9 Prime 2019,4000,6.59,Yes,1080,2340,8,4000,128.000,16.00,16.00,Android,Yes,Yes,No,2,Yes,Yes,14450
643,Samsung Galaxy A80,Samsung,Galaxy A80,3700,6.70,Yes,1080,2400,8,8000,128.000,48.00,0.00,Android,Yes,Yes,Yes,2,Yes,Yes,35990
644,Oppo Reno,Oppo,Reno,3765,6.40,Yes,1080,2340,8,8000,128.000,48.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,26990
645,Samsung Galaxy A2 Core,Samsung,Galaxy A2 Core,2600,5.00,Yes,540,960,8,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5290
